time,f,u,v,a,H_hat
17.78665599999972,0.0,23.167697659714506,-0.67226950616346,0.021356791667436092,-44.90965080121839
18.35998899999971,0.0,22.700507857423414,-0.6661919187876775,0.02110138935850467,-44.004232469335705
18.933321999999702,0.0,22.32456837962516,-0.65546107039365,0.021530354810820662,-43.27641952415828
19.506654999999693,0.0,21.99281439639809,-0.6401235870138307,0.022020003372841074,-42.634282326043376
20.079987999999684,0.0,21.70082772642871,-0.6261166410599556,0.02182966979498399,-42.0683724971828
20.653320999999675,0.0,21.28579122562529,-0.6128261344694201,0.02078459823436629,-41.26304594900686
21.226653999999666,0.0,20.848465643160488,-0.6017910205752162,0.020573071918010583,-40.41553782234727
21.799986999999657,0.0,20.460454891464508,-0.5887820942431479,0.020641044634775854,-39.663905359847696
22.373319999999648,0.0,20.18479221140258,-0.574415053515732,0.020535226385467856,-39.12972229012632
22.94665299999964,0.0,19.922681607375175,-0.5602471943140052,0.020061434842039316,-38.62135281585402
23.51998599999963,0.0,19.646779757680264,-0.5481717741541108,0.018781773533699878,-38.085297778310405
24.09331899999962,0.0,19.279372834714557,-0.5368151561515467,0.017557163065836948,-37.37203111791948
24.666651999999612,0.0,18.95009863681336,-0.5228876537935272,0.017118663262940773,-36.733584362814945
25.239984999999603,0.0,18.590997463393123,-0.5090885195753546,0.016709081302069495,-36.037386910481864
25.813317999999594,0.0,18.344913622798757,-0.5000959122255649,0.016191624376902677,-35.56001454571381
26.386650999999585,0.0,18.127158872435558,-0.4950898636288178,0.015534887551152787,-35.137358510237135
26.959983999999576,0.0,17.899065373285886,-0.4908392433334267,0.015031304419135513,-34.69485644692876
27.533316999999567,0.0,17.616377980688622,-0.4844701577634883,0.015053460408773936,-34.14721759411829
28.106649999999558,0.0,17.292518183997014,-0.47714838013575195,0.015001747159593251,-33.51972459259703
28.67998299999955,0.0,17.006556804027184,-0.4691464578025482,0.014330259689541228,-32.96491049638598
29.25331599999954,0.0,16.671736778750084,-0.463944366104334,0.013096096121318013,-32.314764716086735
29.82664899999953,0.0,16.509277026143003,-0.45834693476815686,0.012118551432354074,-31.998849674584037
30.39998199999952,0.0,16.253116827027455,-0.45107490673485684,0.01179889076324074,-31.502193195786248
30.973314999999513,0.0,15.973880217714527,-0.4429174755333793,0.012191341880766704,-30.961684084575737
31.546647999999504,0.0,15.698896750021603,-0.4355796173312881,0.012484100618488717,-30.429295181772513
32.1199809999995,0.0,15.404122332100453,-0.42760591858707714,0.011988840396470801,-29.857618587386245
32.69331399999949,0.0,15.1420291771788,-0.4213822112580486,0.01118110259828474,-29.34888218269623
33.26664699999948,0.0,14.892173170199744,-0.4148854421902857,0.010843641913282617,-28.864417793260838
33.83997999999947,0.0,14.643151774658243,-0.4076014668197242,0.010655966120166643,-28.381750083175575
34.41331299999946,0.0,14.476771119214428,-0.39829525612622196,0.010991875010867208,-28.059815010710917
34.98664599999945,0.0,14.304942062100201,-0.3906261694130624,0.0114779610197287,-27.727504670153788
35.559978999999444,0.0,14.10861906781942,-0.3851769084544936,0.011820343756992688,-27.34756846812581
36.133311999999435,0.0,13.9052074837502,-0.38079235087467234,0.011682495407736457,-26.9533228837914
36.706644999999426,0.0,13.682962944798447,-0.37639139134781063,0.011358234650490184,-26.522367511475522
37.27997799999942,0.0,13.407752298500286,-0.3687699701506993,0.010641555539927891,-25.98832715796383
37.85331099999941,0.0,13.179700979047313,-0.36375622580690664,0.010521122695632684,-25.54636659198831
38.4266439999994,0.0,12.955580979047316,-0.35513544857808765,0.010464931483396486,-25.11209947189787
38.99997699999939,0.0,12.754623570798389,-0.34997028586582163,0.009869597655977266,-24.722059511369896
39.57330999999938,0.0,12.598428319285881,-0.34664752741815436,0.009380512416158698,-24.418867175004365
40.14664299999937,0.0,12.425101965646682,-0.3424919797046702,0.008742139643098293,-24.082306691083954
40.71997599999936,0.0,12.1558168427601,-0.33873827883171836,0.008284787529802148,-23.560057364129978
41.293308999999354,0.0,11.948598195250229,-0.33443313695090615,0.008276223299329172,-23.158591292645294
41.866641999999345,0.0,11.773588111150268,-0.3285276518494207,0.008293176864235197,-22.819555219047306
42.439974999999336,0.0,11.574947774801261,-0.32076233687433287,0.008215302818216294,-22.43462519786243
43.01330799999933,0.0,11.396004357750211,-0.3122184247942003,0.008399068635452478,-22.088169042182788
43.58664099999932,0.0,11.271483040606563,-0.30589768658003874,0.008539630352615207,-21.847095893196226
44.15997399999931,0.0,11.146973257525437,-0.3007947006437601,0.008325767312717613,-21.60561978005883
44.7333069999993,0.0,10.97266456043891,-0.29672329158265753,0.00786170829176068,-21.26736532601892
45.30663999999929,0.0,10.79429070620412,-0.29344071224870044,0.007067222748573937,-20.920838713283864
45.87997299999928,0.0,10.524522064057,-0.2913495049357017,0.006218308377820225,-20.39718276383698
46.45330599999927,0.0,10.444503897857205,-0.2891294856240561,0.005852915618013849,-20.241720809528637
47.026638999999264,0.0,10.22203647221448,-0.287589842129174,0.005839202039960925,-19.81070628349285
47.599971999999255,0.0,10.070382236152623,-0.2857561001039642,0.00609419481700145,-19.517204393415067
48.173304999999246,0.0,9.942399391906884,-0.28236367668723916,0.006115763345474881,-19.269282250581483
48.74663799999924,0.0,9.745494788465562,-0.27986818661775353,0.00579447554438061,-18.88742286130183
49.31997099999923,0.0,9.597104658035885,-0.2787834377786283,0.005331287519901383,-18.599382881085774
49.89330399999922,0.0,9.466363301257974,-0.27593760880036533,0.005345461771215164,-18.346107650912554
50.46663699999921,0.0,9.29030682926006,-0.2718965192869501,0.005437617108871355,-18.005134596072345
51.0399699999992,0.0,9.094560470634201,-0.2683656226355033,0.005676476233088937,-17.626191312875306
51.61330299999919,0.0,8.948458023875146,-0.2639965189327153,0.006156443555813955,-17.34371517128925
52.18663599999918,0.0,8.84206497438683,-0.258426540111401,0.006647465494201886,-17.138183439317874
52.759968999999174,0.0,8.6926459043176,-0.2534431221041331,0.006792831998843958,-16.84888030461362
53.333301999999165,0.0,8.540919475035748,-0.2500501803131851,0.00660591984468227,-16.554708264823162
53.906634999999156,0.0,8.368585342188338,-0.24800450450224884,0.006568113312634134,-16.22079074292292
54.47996799999915,0.0,8.218925946499088,-0.2472324689880619,0.006795696904989157,-15.931120673016864
55.05330099999914,0.0,8.097310678244732,-0.24373227292583624,0.007828249175831706,-15.696747956995551
55.62663399999913,0.0,7.997700678244729,-0.24158781765907159,0.008313970930827093,-15.504351030203859
56.19996699999912,0.0,7.889405896311834,-0.2363745625655681,0.008923448351319911,-15.295277116597966
56.77329999999911,0.0,7.717981598599997,-0.22936997169193735,0.009086849254513543,-14.963363716002643
57.3466329999991,0.0,7.5711215312859155,-0.22302421177583132,0.008894315403102183,-14.678612794091814
57.91996599999909,0.0,7.444059263012684,-0.2153088059731296,0.008705201667086104,-14.432221313722662
58.493298999999084,0.0,7.316067292882389,-0.2078880996652262,0.008317695790725325,-14.183790601537908
59.066631999999075,0.0,7.173604396921322,-0.2010897204606637,0.007463106253358748,-13.9067640885899
59.639964999999066,0.0,7.0736635575001685,-0.1950137709453943,0.0066781017960270694,-13.712201337397165
60.21329799999906,0.0,6.968015334212612,-0.18828888983706984,0.006042404531180837,-13.506760534109322
60.78663099999905,0.0,6.8435053342126135,-0.18246393884460593,0.005400192566156543,-13.264769982013217
61.35996399999904,0.0,6.7189953342126145,-0.1784594127077433,0.0043946701404808525,-13.022343457364327
61.93329699999903,0.0,6.606450141910801,-0.17551817554023472,0.003305753671004788,-12.80299692322656
62.50662999999902,0.0,6.531740216036185,-0.17387301442324082,0.0022581605813041805,-12.65700026706872
63.07996299999901,0.0,6.480966689608584,-0.17343249948324221,0.001649148779281226,-12.557903178288448
63.653295999999,0.0,6.426533280379944,-0.17403938241513014,0.0013831790254536236,-12.452127252816387
64.226628999999,0.0,6.347191660536026,-0.1760905057894631,0.0013306020614406722,-12.29835138698657
64.79996199999898,0.0,6.2376567331252675,-0.17965375499700442,0.0012409468466057297,-12.086035913902238
65.37329499999898,0.0,6.095855205474136,-0.18485514202645567,0.001209584591195148,-11.81127857797408
65.94662799999897,0.0,5.991034530002861,-0.18915500776223,0.001558505454860068,-11.608622569188155
66.51996099999896,0.0,5.871735241831295,-0.19204943452047052,0.0020529152143091076,-11.37809095452273
67.09329399999895,0.0,5.7609575082993985,-0.1937721951049373,0.0025813566555611886,-11.164109442502813
67.66662699999894,0.0,5.620917440814132,-0.1939909779106515,0.0031230262257039634,-10.893452315973091
68.23995999999893,0.0,5.517272257071666,-0.19154462428572508,0.0036570963638003495,-10.693295829458522
68.81329299999892,0.0,5.396268924150722,-0.18791593508249677,0.003992556810443582,-10.459272138374248
69.38662599999891,0.0,5.290869236482349,-0.1843812968331595,0.004469275678499127,-10.255647735824441
69.9599589999989,0.0,5.166359236482349,-0.17960684958171763,0.005091432780747043,-10.015174426609057
70.5332919999989,0.0,5.0411599498216715,-0.17638579670433122,0.0061448047195788265,-9.773883183198533
71.10662499999889,0.0,4.9271812123845695,-0.1725608109331365,0.007198176658415421,-9.55433011131059
71.67995799999888,0.0,4.852473770112805,-0.16813189226813277,0.008251548597252018,-9.41085942480394
72.25329099999887,0.0,4.783836628875101,-0.16309904070932005,0.009304920536088612,-9.279149057907565
72.82662399999886,0.0,4.726697613348092,-0.15746225625669832,0.01035829247492521,-9.169714626342596
73.39995699999885,0.0,4.659622600269052,-0.15122153891026766,0.011411664413761805,-9.041030654070642
73.97328999999884,0.0,4.60951671782153,-0.14437688867002796,0.012465036352598397,-8.945221888253101
74.54662299999883,0.0,4.551906733521507,-0.1369283055359793,0.013518408291434992,-8.834875023636457
75.11995599999882,0.0,4.4767076209823005,-0.12887578950812162,0.014571780230271586,-8.690451797963206
75.69328899999881,0.0,4.400756543823729,-0.12021934058645493,0.015625152169108186,-8.544571750921504
76.2666219999988,0.0,4.31851973270354,-0.11095895877097926,0.01667852410794478,-8.386514014510032
76.8399549999988,0.0,4.211382921583356,-0.10109464406169462,0.017731896046781374,-8.180216173258172
77.41328799999879,0.0,4.109097967142966,-0.090626396458601,0.01878526798561797,-7.983318094050642
77.98662099999878,0.0,4.058495011136743,-0.07955421596169837,0.019838639924454563,-7.886546320980686
78.55995399999877,0.0,3.9924732776416545,-0.06787810257098671,0.020892011863291163,-7.759902923710984
